service_date,total_rides
08/15/2018,1430747
08/16/2018,1432356
08/17/2018,1400209
08/18/2018,962849
08/19/2018,737458
08/20/2018,1340765
08/21/2018,1420427
08/22/2018,1458885
08/23/2018,1499527
08/24/2018,1391118
08/25/2018,910025
08/26/2018,703654
08/27/2018,1491935
08/28/2018,1515521
08/29/2018,1520359
08/30/2018,1557263
08/31/2018,1499988
09/01/2018,873119
09/02/2018,762161
09/03/2018,624260
09/04/2018,1620659
09/05/2018,1639906
09/06/2018,1605735
09/07/2018,1610617
09/08/2018,947747
09/09/2018,691391
09/10/2018,1636775
09/11/2018,1679744
09/12/2018,1701440
09/13/2018,1672555
09/14/2018,1675062
09/15/2018,1003669
09/16/2018,751535
09/17/2018,1634146
09/18/2018,1642657
09/19/2018,1631108
09/20/2018,1653235
09/21/2018,1635561
09/22/2018,961554
09/23/2018,704705
09/24/2018,1636098
09/25/2018,1657188
09/26/2018,1706893
09/27/2018,1705797
09/28/2018,1641087
09/29/2018,993070
09/30/2018,728168
10/01/2018,1687112
10/02/2018,1695243
10/03/2018,1739915
10/04/2018,1720880
10/05/2018,1579450
10/06/2018,937974
10/07/2018,835688
10/08/2018,1419733
10/09/2018,1696032
10/10/2018,1625974
10/11/2018,1677979
10/12/2018,1600859
10/13/2018,961019
10/14/2018,694414
10/15/2018,1614599
10/16/2018,1658897
10/17/2018,1673904
10/18/2018,1673110
10/19/2018,1589344
10/20/2018,903593
10/21/2018,685985
10/22/2018,1610234
10/23/2018,1651827
10/24/2018,1651699
10/25/2018,1648975
10/26/2018,1620726
10/27/2018,928367
10/28/2018,649725
10/29/2018,1601855
10/30/2018,1636184
10/31/2018,1616985
11/01/2018,1664628
11/02/2018,1540169
11/03/2018,942149
11/04/2018,613347
11/05/2018,1623565
11/06/2018,1601652
11/07/2018,1624246
11/08/2018,1638565
11/09/2018,1547737
11/10/2018,851562
11/11/2018,648762
11/12/2018,1305207
11/13/2018,1593639
11/14/2018,1586190
11/15/2018,1533814
11/16/2018,1599846
11/17/2018,891349
11/18/2018,655422
11/19/2018,1544082
11/20/2018,1548850
11/21/2018,1255285
11/22/2018,440914
11/23/2018,866694
11/24/2018,755837
11/25/2018,532458
11/26/2018,1328455
11/27/2018,1531037
11/28/2018,1554257
11/29/2018,1574355
11/30/2018,1600965
12/01/2018,787193
12/02/2018,624310
12/03/2018,1562510
12/04/2018,1580839
12/05/2018,1553365
12/06/2018,1577847
12/07/2018,1516584
12/08/2018,856625
12/09/2018,638130
12/10/2018,1501183
12/11/2018,1548343
12/12/2018,1536375
12/13/2018,1542786
12/14/2018,1514142
12/15/2018,906617
12/16/2018,662310
12/17/2018,1459260
12/18/2018,1496503
12/19/2018,1500092
12/20/2018,1444630
12/21/2018,1361050
12/22/2018,782118
12/23/2018,590592
12/24/2018,701693
12/25/2018,316690
12/26/2018,927023
12/27/2018,962977
12/28/2018,1071458
12/29/2018,701193
12/30/2018,579860
12/31/2018,849223
01/01/2019,494731
01/02/2019,1164548
01/03/2019,1292223
01/04/2019,1297326
01/05/2019,792691
01/06/2019,579179
01/07/2019,1385493
01/08/2019,1485778
01/09/2019,1433393
01/10/2019,1438012
01/11/2019,1442833
01/12/2019,707683
01/13/2019,552077
01/14/2019,1462161
01/15/2019,1503208
01/16/2019,1528585
01/17/2019,1535277
01/18/2019,1476646
01/19/2019,649504
01/20/2019,508705
01/21/2019,847037
01/22/2019,1470087
01/23/2019,1483035
01/24/2019,1457172
01/25/2019,1158774
01/26/2019,639688
01/27/2019,479965
01/28/2019,1347002
01/29/2019,1161581
01/30/2019,222071
01/31/2019,526248
02/01/2019,1331150
02/02/2019,781091
02/03/2019,573212
02/04/2019,1526819
02/05/2019,1543039
02/06/2019,1526933
02/07/2019,1521693
02/08/2019,1366505
02/09/2019,762528
02/10/2019,548001
02/11/2019,1484053
02/12/2019,1439470
02/13/2019,1523969
02/14/2019,1571093
02/15/2019,1442084
02/16/2019,801067
02/17/2019,553299
02/18/2019,1074910
02/19/2019,1537687
02/20/2019,1496832
02/21/2019,1540560
02/22/2019,1501299
02/23/2019,735018
02/24/2019,528846
02/25/2019,1443701
02/26/2019,1472511
02/27/2019,1509627
02/28/2019,1498620
03/01/2019,1495207
03/02/2019,803511
03/03/2019,565689
03/04/2019,1334439
03/05/2019,1454726
03/06/2019,1499784
03/07/2019,1501727
03/08/2019,1465763
03/09/2019,736465
03/10/2019,561129
03/11/2019,1482112
03/12/2019,1545705
03/13/2019,1512406
03/14/2019,1503919
03/15/2019,1485890
03/16/2019,1038884
03/17/2019,638955
03/18/2019,1497857
03/19/2019,1539949
03/20/2019,1495674
03/21/2019,1515447
03/22/2019,1479997
03/23/2019,859348
03/24/2019,592947
03/25/2019,1428310
03/26/2019,1483302
03/27/2019,1495916
03/28/2019,1475091
03/29/2019,1432002
03/30/2019,775213
03/31/2019,588952
04/01/2019,1533024
04/02/2019,1542633
04/03/2019,1590861
04/04/2019,1527112
04/05/2019,1465376
04/06/2019,901463
04/07/2019,608221
04/08/2019,1577497
04/09/2019,1538867
04/10/2019,1492406
04/11/2019,1518507
04/12/2019,1526902
04/13/2019,890588
04/14/2019,455608
04/15/2019,1374053
04/16/2019,1434079
04/17/2019,1409854
04/18/2019,1330738
04/19/2019,1263282
04/20/2019,835074
04/21/2019,607205
04/22/2019,1460138
04/23/2019,1553709
04/24/2019,1572801
04/25/2019,1590225
04/26/2019,1537501
04/27/2019,688544
04/28/2019,627788
04/29/2019,1403291
04/30/2019,1465182
05/01/2019,1570687
05/02/2019,1515868
05/03/2019,1584886
05/04/2019,932870
05/05/2019,741190
05/06/2019,1527852
05/07/2019,1544111
05/08/2019,1577687
05/09/2019,1562941
05/10/2019,1565574
05/11/2019,863804
05/12/2019,635475
05/13/2019,1487983
05/14/2019,1531286
05/15/2019,1535051
05/16/2019,1482532
05/17/2019,1449789
05/18/2019,836488
05/19/2019,627935
05/20/2019,1502458
05/21/2019,1501429
05/22/2019,1568015
05/23/2019,1568414
05/24/2019,1431270
05/25/2019,910041
05/26/2019,684803
05/27/2019,555744
05/28/2019,1463361
05/29/2019,1508740
05/30/2019,1527599
05/31/2019,1555955
06/01/2019,852248
06/02/2019,689383
06/03/2019,1546178
06/04/2019,1547270
06/05/2019,1582854
06/06/2019,1592989
06/07/2019,1558824
06/08/2019,986895
06/09/2019,702340
06/10/2019,1505339
06/11/2019,1560939
06/12/2019,1491240
06/13/2019,1542009
06/14/2019,1556118
06/15/2019,867113
06/16/2019,667168
06/17/2019,1424323
06/18/2019,1531300
06/19/2019,1498059
06/20/2019,1509103
06/21/2019,1489949
06/22/2019,954445
06/23/2019,686561
06/24/2019,1408425
06/25/2019,1546968
06/26/2019,1537382
06/27/2019,1521255
06/28/2019,1459908
06/29/2019,945099
06/30/2019,816353
07/01/2019,1443755
07/02/2019,1430830
07/03/2019,1456770
07/04/2019,740609
07/05/2019,1085402
07/06/2019,855390
07/07/2019,693347
07/08/2019,1435176
07/09/2019,1494020
07/10/2019,1485727
07/11/2019,1528889
07/12/2019,1515902
07/13/2019,967671
07/14/2019,749780
07/15/2019,1457092
07/16/2019,1483030
07/17/2019,1502887
07/18/2019,1380672
07/19/2019,1421950
07/20/2019,886543
07/21/2019,703227
07/22/2019,1449490
07/23/2019,1486495
07/24/2019,1492574
07/25/2019,1493130
07/26/2019,1442226
07/27/2019,927477
07/28/2019,713285
07/29/2019,1340346
07/30/2019,1465901
07/31/2019,1478222
08/01/2019,1559036
08/02/2019,1545318
08/03/2019,1010431
08/04/2019,792603
08/05/2019,1451538
08/06/2019,1475853
08/07/2019,1491578
08/08/2019,1481523
08/09/2019,1436165
08/10/2019,918556
08/11/2019,697774
08/12/2019,1332068
08/13/2019,1413232
08/14/2019,1406519
08/15/2019,1426582
08/16/2019,1374894
08/17/2019,853123
08/18/2019,620738
08/19/2019,1367486
08/20/2019,1359419
08/21/2019,1457018
08/22/2019,1481170
08/23/2019,1444651
08/24/2019,923639
08/25/2019,723596
08/26/2019,1371909
08/27/2019,1517011
08/28/2019,1509399
08/29/2019,1516786
08/30/2019,1478930
08/31/2019,911121
01/01/2020,523059
01/02/2020,1216560
01/03/2020,1266367
01/04/2020,715899
01/05/2020,548579
01/06/2020,1409870
01/07/2020,1453262
01/08/2020,1409488
01/09/2020,1437307
01/10/2020,1408210
01/11/2020,627280
01/12/2020,532193
01/13/2020,1475788
01/14/2020,1527516
01/15/2020,1514878
01/16/2020,1490353
01/17/2020,1424862
01/18/2020,691338
01/19/2020,475034
01/20/2020,888319
01/21/2020,1502104
01/22/2020,1509612
01/23/2020,1486070
01/24/2020,1422846
01/25/2020,728956
01/26/2020,559977
01/27/2020,1487385
01/28/2020,1517984
01/29/2020,1504917
01/30/2020,1506433
01/31/2020,1401094
02/01/2020,775037
02/02/2020,605205
02/03/2020,1505846
02/04/2020,1517018
02/05/2020,1510567
02/06/2020,1463654
02/07/2020,1455285
02/08/2020,781829
02/09/2020,534116
02/10/2020,1494019
02/11/2020,1536625
02/12/2020,1483138
02/13/2020,1435817
02/14/2020,1303689
02/15/2020,735230
02/16/2020,606133
02/17/2020,1070450
02/18/2020,1526403
02/19/2020,1511695
02/20/2020,1479273
02/21/2020,1458826
02/22/2020,807888
02/23/2020,618289
02/24/2020,1471534
02/25/2020,1475474
02/26/2020,1439437
02/27/2020,1477878
02/28/2020,1451945
02/29/2020,796584
03/01/2020,624695
03/02/2020,1451746
03/03/2020,1536417
03/04/2020,1514612
03/05/2020,1501992
03/06/2020,1422094
03/07/2020,822202
03/08/2020,612868
03/09/2020,1383615
03/10/2020,1466021
03/11/2020,1428349
03/12/2020,1339310
03/13/2020,1171068
09/01/2019,736642
09/02/2019,703343
09/03/2019,1560073
09/04/2019,1624154
09/05/2019,1653618
09/06/2019,1565968
09/07/2019,906925
09/08/2019,655208
09/09/2019,1566426
09/10/2019,1625971
09/11/2019,1625576
09/12/2019,1640252
09/13/2019,1623009
09/14/2019,985967
09/15/2019,705731
09/16/2019,1603424
09/17/2019,1653249
09/18/2019,1666985
09/19/2019,1661710
09/20/2019,1634048
09/21/2019,929619
09/22/2019,638076
09/23/2019,1599474
09/24/2019,1631203
09/25/2019,1640542
09/26/2019,1644751
09/27/2019,1434958
09/28/2019,877979
09/29/2019,652524
09/30/2019,1588492
10/01/2019,1677559
10/02/2019,1610346
10/03/2019,1667620
10/04/2019,1592852
10/05/2019,881399
10/06/2019,710394
10/07/2019,1593559
10/08/2019,1641814
10/09/2019,1623653
10/10/2019,1659323
10/11/2019,1538620
10/12/2019,950332
10/13/2019,842701
10/14/2019,1365009
10/15/2019,1632927
10/16/2019,1627676
10/17/2019,1577487
10/18/2019,1541277
10/19/2019,967494
10/20/2019,717978
10/21/2019,1466770
10/22/2019,1522786
10/23/2019,1581251
10/24/2019,1557412
10/25/2019,1487128
10/26/2019,769190
10/27/2019,704830
10/28/2019,1492389
10/29/2019,1533454
10/30/2019,1455020
10/31/2019,1392896
11/01/2019,1517809
11/02/2019,849831
11/03/2019,666988
11/04/2019,1598602
11/05/2019,1624288
11/06/2019,1602414
11/07/2019,1589523
11/08/2019,1421338
11/09/2019,866171
11/10/2019,645212
11/11/2019,1195189
11/12/2019,1481052
11/13/2019,1491387
11/14/2019,1509372
11/15/2019,1527037
11/16/2019,866911
11/17/2019,621357
11/18/2019,1539286
11/19/2019,1577409
11/20/2019,1596030
11/21/2019,1542778
11/22/2019,1600283
11/23/2019,911731
11/24/2019,659982
11/25/2019,1532552
11/26/2019,1498666
11/27/2019,1245624
11/28/2019,430965
11/29/2019,853813
11/30/2019,689172
12/01/2019,572963
12/02/2019,1506318
12/03/2019,1582091
12/04/2019,1576842
12/05/2019,1594915
12/06/2019,1528782
12/07/2019,876601
12/08/2019,633940
12/09/2019,1476874
12/10/2019,1468157
12/11/2019,1446652
12/12/2019,1504100
12/13/2019,1492942
12/14/2019,838711
12/15/2019,604175
12/16/2019,1392460
12/17/2019,1443401
12/18/2019,1392932
12/19/2019,1410513
12/20/2019,1372233
12/21/2019,811158
12/22/2019,634053
12/23/2019,1103209
12/24/2019,772702
12/25/2019,333130
12/26/2019,920859
12/27/2019,998033
12/28/2019,693515
12/29/2019,566533
12/30/2019,1025434
12/31/2019,942966
03/14/2020,583766
03/15/2020,423166
03/16/2020,778023
03/17/2020,607385
03/18/2020,499558
03/19/2020,468514
03/20/2020,456679
03/21/2020,272101
03/22/2020,173772
03/23/2020,316113
03/24/2020,325631
03/25/2020,336327
03/26/2020,312606
03/27/2020,323429
03/28/2020,213133
03/29/2020,168924
03/30/2020,305758
03/31/2020,295246
04/01/2020,335545
04/02/2020,309405
04/03/2020,341543
04/04/2020,220029
04/05/2020,171874
04/06/2020,289037
04/07/2020,293453
04/08/2020,286683
04/09/2020,276623
04/10/2020,288542
04/11/2020,221551
04/12/2020,164150
04/13/2020,278753
04/14/2020,275893
04/15/2020,278389
04/16/2020,293626
04/17/2020,283215
04/18/2020,234234
04/19/2020,183051
04/20/2020,304955
04/21/2020,297006
04/22/2020,290902
04/23/2020,292049
04/24/2020,304464
04/25/2020,207943
04/26/2020,192373
04/27/2020,308733
04/28/2020,309115
04/29/2020,280395
04/30/2020,304731
05/01/2020,361839
05/02/2020,269759
05/03/2020,204951
05/04/2020,324666
05/05/2020,302370
05/06/2020,330960
05/07/2020,331538
05/08/2020,324509
05/09/2020,266279
05/10/2020,177820
05/11/2020,314171
05/12/2020,326155
05/13/2020,342698
05/14/2020,288046
05/15/2020,343602
05/16/2020,264577
05/17/2020,160149
05/18/2020,323390
05/19/2020,308164
05/20/2020,339512
05/21/2020,329500
05/22/2020,342330
05/23/2020,257872
05/24/2020,224376
05/25/2020,222960
05/26/2020,345698
05/27/2020,345231
05/28/2020,337254
05/29/2020,357652
05/30/2020,279852
05/31/2020,110047
06/01/2020,174448
06/02/2020,185958
06/03/2020,275925
06/04/2020,320195
06/05/2020,342871
06/06/2020,254028
06/07/2020,196929
06/08/2020,364036
06/09/2020,343871
06/10/2020,360208
06/11/2020,393306
06/12/2020,389707
06/13/2020,288113
06/14/2020,231683
06/15/2020,406473
06/16/2020,416447
06/17/2020,424178
06/18/2020,424534
06/19/2020,428664
06/20/2020,303254
06/21/2020,236797
06/22/2020,375146
06/23/2020,430780
06/24/2020,419695
06/25/2020,443810
06/26/2020,405642
06/27/2020,339450
06/28/2020,258659
06/29/2020,412674
06/30/2020,439345
07/01/2020,476667
07/02/2020,469930
07/03/2020,400019
07/04/2020,282979
07/05/2020,251975
07/06/2020,444371
07/07/2020,447818
07/08/2020,451737
07/09/2020,451231
07/10/2020,467755
07/11/2020,345793
07/12/2020,265143
07/13/2020,458817
07/14/2020,465137
07/15/2020,443442
07/16/2020,461200
07/17/2020,477217
07/18/2020,328766
07/19/2020,229175
07/20/2020,456665
07/21/2020,446291
07/22/2020,459281
07/23/2020,472371
07/24/2020,479293
07/25/2020,345023
07/26/2020,253401
07/27/2020,439747
07/28/2020,468120
07/29/2020,457611
07/30/2020,463888
07/31/2020,502625
08/01/2020,353358
08/02/2020,258735
08/03/2020,476580
08/04/2020,483887
08/05/2020,476716
08/06/2020,480360
08/07/2020,490993
08/08/2020,351399
08/09/2020,268912
08/10/2020,347314
08/11/2020,447590
08/12/2020,460419
08/13/2020,464858
08/14/2020,470964
08/15/2020,322791
08/16/2020,262091
08/17/2020,452115
08/18/2020,468444
08/19/2020,476488
08/20/2020,478042
08/21/2020,487667
08/22/2020,349358
08/23/2020,260860
08/24/2020,448045
08/25/2020,462740
08/26/2020,470301
08/27/2020,467173
08/28/2020,477602
08/29/2020,348750
08/30/2020,268189
08/31/2020,468752
09/01/2020,477298
09/02/2020,503014
09/03/2020,519924
09/04/2020,516173
09/05/2020,373747
09/06/2020,259284
09/07/2020,294383
09/08/2020,440412
09/09/2020,481333
09/10/2020,488623
09/11/2020,496458
09/12/2020,331365
09/13/2020,288043
09/14/2020,473987
09/15/2020,490337
09/16/2020,494967
09/17/2020,494158
09/18/2020,508360
09/19/2020,375371
09/20/2020,277287
09/21/2020,473248
09/22/2020,491406
09/23/2020,495823
09/24/2020,491267
09/25/2020,519059
09/26/2020,376074
09/27/2020,279251
09/28/2020,458854
09/29/2020,490936
09/30/2020,489491
10/01/2020,510298
10/02/2020,532077
10/03/2020,375693
10/04/2020,280341
10/05/2020,490759
10/06/2020,500930
10/07/2020,505352
10/08/2020,508834
10/09/2020,519386
10/10/2020,386704
10/11/2020,284438
10/12/2020,417560
10/13/2020,505143
10/14/2020,507330
10/15/2020,496312
10/16/2020,503051
10/17/2020,365801
10/18/2020,242723
10/19/2020,458848
10/20/2020,473902
10/21/2020,489128
10/22/2020,486836
10/23/2020,455246
10/24/2020,371359
10/25/2020,255538
10/26/2020,449442
10/27/2020,458073
10/28/2020,484376
10/29/2020,469702
10/30/2020,507004
10/31/2020,344965
11/01/2020,235830
11/02/2020,455842
11/03/2020,467464
11/04/2020,458051
11/05/2020,470270
11/06/2020,486006
11/07/2020,353127
11/08/2020,260737
11/09/2020,465224
11/10/2020,451505
11/11/2020,433957
11/12/2020,463993
11/13/2020,464889
11/14/2020,311191
11/15/2020,212053
11/16/2020,422951
11/17/2020,420728
11/18/2020,428576
11/19/2020,440834
11/20/2020,446904
11/21/2020,307051
11/22/2020,221488
11/23/2020,422000
11/24/2020,399619
11/25/2020,399491
11/26/2020,176309
11/27/2020,328570
11/28/2020,296001
11/29/2020,221958
11/30/2020,386227
12/01/2020,429270
12/02/2020,427528
12/03/2020,443437
12/04/2020,441508
12/05/2020,307377
12/06/2020,218421
12/07/2020,405900
12/08/2020,414284
12/09/2020,437089
12/10/2020,441827
12/11/2020,416113
12/12/2020,274066
12/13/2020,228724
12/14/2020,404977
12/15/2020,410195
12/16/2020,407797
12/17/2020,413166
12/18/2020,429409
12/19/2020,303376
12/20/2020,237868
12/21/2020,418588
12/22/2020,430051
12/23/2020,421462
12/24/2020,293789
12/25/2020,121644
12/26/2020,252087
12/27/2020,211713
12/28/2020,384869
12/29/2020,381995
12/30/2020,370666
12/31/2020,369125
01/01/2021,176192
01/02/2021,277911
01/03/2021,212831
01/04/2021,414986
01/05/2021,416238
01/06/2021,414386
01/07/2021,405432
01/08/2021,410008
01/09/2021,306465
01/10/2021,217279
01/11/2021,391970
01/12/2021,414748
01/13/2021,422536
01/14/2021,413381
01/15/2021,417916
01/16/2021,289833
01/17/2021,216493
01/18/2021,340835
01/19/2021,407724
01/20/2021,388951
01/21/2021,431984
01/22/2021,403328
01/23/2021,287491
01/24/2021,213534
01/25/2021,401400
01/26/2021,361570
01/27/2021,401180
01/28/2021,405411
01/29/2021,433878
01/30/2021,294386
01/31/2021,195366
02/01/2021,430722
02/02/2021,434419
02/03/2021,467975
02/04/2021,426108
02/05/2021,389982
02/06/2021,250502
02/07/2021,175096
02/08/2021,371897
02/09/2021,397836
02/10/2021,408481
02/11/2021,416056
02/12/2021,430028
02/13/2021,292287
02/14/2021,194673
02/15/2021,315170
02/16/2021,321027
02/17/2021,428758
02/18/2021,438418
02/19/2021,444684
02/20/2021,304168
02/21/2021,227327
02/22/2021,426904
02/23/2021,465842
02/24/2021,464093
02/25/2021,458171
02/26/2021,473782
02/27/2021,359678
02/28/2021,245208
03/01/2021,458932
03/02/2021,465138
03/03/2021,496976
03/04/2021,469191
03/05/2021,485400
03/06/2021,353741
03/07/2021,268977
03/08/2021,476779
03/09/2021,492208
03/10/2021,473810
03/11/2021,483178
03/12/2021,495675
03/13/2021,395742
03/14/2021,260686
03/15/2021,410808
03/16/2021,458754
03/17/2021,475863
03/18/2021,454335
03/19/2021,508772
03/20/2021,387769
03/21/2021,299091
03/22/2021,483957
03/23/2021,463511
03/24/2021,489351
03/25/2021,484468
03/26/2021,496641
03/27/2021,373645
03/28/2021,272716
03/29/2021,481699
03/30/2021,494806
03/31/2021,482476
04/01/2021,508681
04/02/2021,509746
04/03/2021,409566
04/04/2021,283619
04/05/2021,479830
04/06/2021,520459
04/07/2021,521581
04/08/2021,473709
04/09/2021,517527
04/10/2021,342807
04/11/2021,283444
04/12/2021,496482
04/13/2021,514332
04/14/2021,494527
04/15/2021,501056
04/16/2021,533230
04/17/2021,392473
04/18/2021,289845
04/19/2021,473015
04/20/2021,480079
04/21/2021,487030
04/22/2021,524496
04/23/2021,545691
04/24/2021,384074
04/25/2021,288608
04/26/2021,513411
04/27/2021,546100
04/28/2021,476258
04/29/2021,511505
04/30/2021,565495
05/01/2021,436644
05/02/2021,322131
05/03/2021,508787
05/04/2021,514161
05/05/2021,540442
05/06/2021,509998
05/07/2021,563205
05/08/2021,416954
05/09/2021,267180
05/10/2021,493719
05/11/2021,528112
05/12/2021,531064
05/13/2021,553503
05/14/2021,576780
05/15/2021,401510
05/16/2021,333349
05/17/2021,523353
05/18/2021,533572
05/19/2021,530392
05/20/2021,565636
05/21/2021,579997
05/22/2021,453190
05/23/2021,314450
05/24/2021,534814
05/25/2021,551050
05/26/2021,557789
05/27/2021,543673
05/28/2021,530750
05/29/2021,475763
05/30/2021,387682
05/31/2021,342781
06/01/2021,570853
06/02/2021,579447
06/03/2021,613559
06/04/2021,618929
06/05/2021,477159
06/06/2021,352818
06/07/2021,546749
06/08/2021,589695
06/09/2021,599377
06/10/2021,621239
06/11/2021,646958
06/12/2021,489409
06/13/2021,403974
06/14/2021,589644
06/15/2021,611403
06/16/2021,617147
06/17/2021,620086
06/18/2021,635626
06/19/2021,515000
06/20/2021,352900
06/21/2021,587480
06/22/2021,632595
06/23/2021,602540
06/24/2021,585626
06/25/2021,595757
06/26/2021,423469
06/27/2021,396785
06/28/2021,556342
06/29/2021,576135
06/30/2021,594600
07/01/2021,655570
07/02/2021,644141
07/03/2021,507571
07/04/2021,382256
07/05/2021,416226
07/06/2021,633526
07/07/2021,633397
07/08/2021,652397
07/09/2021,692787
07/10/2021,514515
07/11/2021,355273
07/12/2021,600978
07/13/2021,625805
07/14/2021,658276
07/15/2021,635423
07/16/2021,660079
07/17/2021,541780
07/18/2021,417565
07/19/2021,625953
07/20/2021,655049
07/21/2021,666671
07/22/2021,666423
07/23/2021,685158
07/24/2021,530941
07/25/2021,420444
07/26/2021,633502
07/27/2021,666376
07/28/2021,688817
07/29/2021,756857
07/30/2021,765313
07/31/2021,603531
08/01/2021,467565
08/02/2021,634395
08/03/2021,675416
08/04/2021,673134
08/05/2021,684964
08/06/2021,701830
08/07/2021,576592
08/08/2021,410997
08/09/2021,575067
08/10/2021,637315
08/11/2021,622926
08/12/2021,661821
08/13/2021,673649
08/14/2021,547055
08/15/2021,426829
08/16/2021,618572
08/17/2021,644414
08/18/2021,652995
08/19/2021,664920
08/20/2021,697684
08/21/2021,530910
08/22/2021,433663
08/23/2021,653156
08/24/2021,642389
08/25/2021,677294
08/26/2021,705056
08/27/2021,713692
08/28/2021,523217
08/29/2021,395523
08/30/2021,735440
08/31/2021,752396
09/01/2021,786855
09/02/2021,783462
09/03/2021,793784
09/04/2021,538601
09/05/2021,471086
09/06/2021,421531
09/07/2021,737792
09/08/2021,800202
09/09/2021,798224
09/10/2021,825188
09/11/2021,569030
09/12/2021,422909
09/13/2021,747081
09/14/2021,780777
09/15/2021,801918
09/16/2021,832749
09/17/2021,846885
09/18/2021,593149
09/19/2021,442578
09/20/2021,742199
09/21/2021,771541
09/22/2021,773405
09/23/2021,791811
09/24/2021,829102
09/25/2021,597442
09/26/2021,410338
09/27/2021,756666
09/28/2021,790121
09/29/2021,794320
09/30/2021,796270
10/01/2021,829499
10/02/2021,531967
10/03/2021,397884
10/04/2021,750825
10/05/2021,787010
10/06/2021,792160
10/07/2021,771505
10/08/2021,809903
10/09/2021,583425
10/10/2021,506982
10/11/2021,604747
10/12/2021,807249
10/13/2021,780571
10/14/2021,803451
10/15/2021,794472
10/16/2021,567907
10/17/2021,416315
10/18/2021,750904
10/19/2021,790465
10/20/2021,794609
10/21/2021,779418
10/22/2021,774976
10/23/2021,533292
10/24/2021,316416
10/25/2021,654345
10/26/2021,797971
10/27/2021,802905
10/28/2021,776307
10/29/2021,715693
10/30/2021,525069
10/31/2021,386661
11/01/2021,753933
11/02/2021,783030
11/03/2021,808799
11/04/2021,797070
11/05/2021,716689
11/06/2021,514680
11/07/2021,388931
11/08/2021,763790
11/09/2021,790124
11/10/2021,807188
11/11/2021,636519
11/12/2021,684176
11/13/2021,485237
11/14/2021,344976
11/15/2021,720657
11/16/2021,784981
11/17/2021,747933
11/18/2021,728169
11/19/2021,780449
11/20/2021,547791
11/21/2021,393554
11/22/2021,716231
11/23/2021,737838
11/24/2021,617143
11/25/2021,239788
11/26/2021,447394
11/27/2021,424904
11/28/2021,332647
11/29/2021,697412
11/30/2021,752579
12/01/2021,773688
12/02/2021,790583
12/03/2021,780573
12/04/2021,519873
12/05/2021,326362
12/06/2021,698222
12/07/2021,699173
12/08/2021,740540
12/09/2021,752245
12/10/2021,722722
12/11/2021,475463
12/12/2021,365669
12/13/2021,697670
12/14/2021,737234
12/15/2021,741191
12/16/2021,722250
12/17/2021,687475
12/18/2021,440116
12/19/2021,344227
12/20/2021,581951
12/21/2021,568685
12/22/2021,523693
12/23/2021,504753
12/24/2021,334291
12/25/2021,165197
12/26/2021,266627
12/27/2021,447549
12/28/2021,441438
12/29/2021,486158
12/30/2021,489875
12/31/2021,390632
01/01/2022,232054
01/02/2022,255170
01/03/2022,493620
01/04/2022,546126
01/05/2022,438857
01/06/2022,432448
01/07/2022,418258
01/08/2022,324413
01/09/2022,241743
01/10/2022,449749
01/11/2022,490178
01/12/2022,578558
01/13/2022,582743
01/14/2022,579403
01/15/2022,355332
01/16/2022,275342
01/17/2022,408103
01/18/2022,634302
01/19/2022,609528
01/20/2022,570671
01/21/2022,588672
01/22/2022,367067
01/23/2022,262799
01/24/2022,587662
01/25/2022,586267
01/26/2022,529201
01/27/2022,643500
01/28/2022,540286
01/29/2022,377234
01/30/2022,278928
01/31/2022,658502
02/01/2022,712041
02/02/2022,441936
02/03/2022,574029
02/04/2022,655365
02/05/2022,392605
02/06/2022,305022
02/07/2022,663635
02/08/2022,711398
02/09/2022,716830
02/10/2022,710359
02/11/2022,682862
02/12/2022,414086
02/13/2022,309010
02/14/2022,661195
02/15/2022,717419
02/16/2022,722563
02/17/2022,625237
02/18/2022,652777
02/19/2022,408181
02/20/2022,340503
02/21/2022,549742
02/22/2022,678554
02/23/2022,723208
02/24/2022,707797
02/25/2022,690169
02/26/2022,450718
02/27/2022,337355
02/28/2022,709702
03/01/2022,769498
03/02/2022,766318
03/03/2022,752249
03/04/2022,726139
03/05/2022,512995
03/06/2022,336276
03/07/2022,660975
03/08/2022,768072
03/09/2022,777320
03/10/2022,755156
03/11/2022,717240
03/12/2022,535398
03/13/2022,369700
03/14/2022,742726
03/15/2022,785824
03/16/2022,813420
03/17/2022,800001
03/18/2022,697279
03/19/2022,454681
03/20/2022,403877
03/21/2022,745529
03/22/2022,723719
03/23/2022,696581
03/24/2022,732076
03/25/2022,722398
03/26/2022,433224
03/27/2022,341082
03/28/2022,726429
03/29/2022,769559
03/30/2022,725315
03/31/2022,760542
04/01/2022,799513
04/02/2022,458427
04/03/2022,372776
04/04/2022,748471
04/05/2022,808939
04/06/2022,798326
04/07/2022,815641
04/08/2022,699337
04/09/2022,515695
04/10/2022,406249
04/11/2022,664583
04/12/2022,749486
04/13/2022,666511
04/14/2022,724726
04/15/2022,644215
04/16/2022,490488
04/17/2022,323575
04/18/2022,695701
04/19/2022,786168
04/20/2022,776620
04/21/2022,794918
04/22/2022,709463
04/23/2022,590891
04/24/2022,355206
04/25/2022,748466
04/26/2022,799795
04/27/2022,798846
04/28/2022,790775
04/29/2022,796940
04/30/2022,469133
05/01/2022,376871
05/02/2022,744968
05/03/2022,731277
05/04/2022,844662
