service_date,total_rides
02/19/2008,1563622
02/20/2008,1563399
02/21/2008,1616766
02/22/2008,1632489
02/23/2008,974149
02/24/2008,661682
02/25/2008,1606053
02/26/2008,1576126
02/27/2008,1636464
02/28/2008,1648994
02/29/2008,1668003
03/01/2008,990927
03/02/2008,695191
03/03/2008,1447552
03/04/2008,1673156
03/05/2008,1679687
03/06/2008,1679780
03/07/2008,1635835
03/08/2008,884985
03/09/2008,631311
03/10/2008,1631638
03/11/2008,1696782
03/12/2008,1708319
03/13/2008,1712037
03/14/2008,1724914
03/15/2008,1052898
03/16/2008,691186
03/17/2008,1482385
03/18/2008,1503225
03/19/2008,1554622
03/20/2008,1556008
03/21/2008,1261156
03/22/2008,878540
03/23/2008,593924
03/24/2008,1572030
03/25/2008,1633318
03/26/2008,1653616
03/27/2008,1574702
03/28/2008,1657964
03/29/2008,1007115
03/30/2008,676440
03/31/2008,1631083
04/01/2008,1752394
04/02/2008,1780464
04/03/2008,1776313
04/04/2008,1769041
04/05/2008,1121514
04/06/2008,772991
04/07/2008,1722794
04/08/2008,1691887
04/09/2008,1739281
04/10/2008,1615371
04/11/2008,1628623
04/12/2008,966777
04/13/2008,695301
04/14/2008,1724239
04/15/2008,1776536
04/16/2008,1725489
04/17/2008,1757260
04/18/2008,1749472
04/19/2008,1027202
04/20/2008,786225
04/21/2008,1739753
04/22/2008,1757152
04/23/2008,1705389
04/24/2008,1670677
04/25/2008,1684312
04/26/2008,1018241
04/27/2008,707467
04/28/2008,1616449
04/29/2008,1743964
04/30/2008,1767216
05/01/2008,1810122
05/02/2008,1723682
05/03/2008,1060567
05/04/2008,782461
05/05/2008,1745041
05/06/2008,1774200
05/07/2008,1676734
05/08/2008,1767397
05/09/2008,1776900
05/10/2008,1069266
05/11/2008,603439
05/12/2008,1700977
05/13/2008,1745300
05/14/2008,1734493
05/15/2008,1754744
05/16/2008,1778873
05/17/2008,1099932
05/18/2008,766793
05/19/2008,1691712
05/20/2008,1720380
05/21/2008,1756330
05/22/2008,1747013
05/23/2008,1697139
05/24/2008,1064279
05/25/2008,787609
05/26/2008,735718
05/27/2008,1652775
05/28/2008,1753301
05/29/2008,1744232
05/30/2008,1717368
05/31/2008,1163272
06/01/2008,845436
06/02/2008,1736580
06/03/2008,1716913
06/04/2008,1770596
06/05/2008,1777824
06/06/2008,1749082
06/07/2008,1066931
06/08/2008,776023
06/09/2008,1663409
06/10/2008,1803566
06/11/2008,1797636
06/12/2008,1707426
06/13/2008,1739458
06/14/2008,1153361
06/15/2008,731933
06/16/2008,1613609
06/17/2008,1676703
06/18/2008,1698098
06/19/2008,1697569
06/20/2008,1658882
06/21/2008,1140711
06/22/2008,813987
06/23/2008,1645618
06/24/2008,1712859
06/25/2008,1668905
06/26/2008,1737827
06/27/2008,1713242
06/28/2008,1213261
06/29/2008,917608
06/30/2008,1716926
07/01/2008,1792456
07/02/2008,1719404
07/03/2008,2049519
07/04/2008,1028144
07/05/2008,1085503
07/06/2008,844883
07/07/2008,1599267
07/08/2008,1719003
07/09/2008,1779700
07/10/2008,1703864
07/11/2008,1741518
07/12/2008,1080279
07/13/2008,844801
07/14/2008,1695813
07/15/2008,1744072
07/16/2008,1714282
07/17/2008,1726834
07/18/2008,1715118
07/19/2008,1018802
07/20/2008,831181
07/21/2008,1659799
07/22/2008,1743582
07/23/2008,1755384
07/24/2008,1758701
07/25/2008,1715607
07/26/2008,1180676
07/27/2008,811633
07/28/2008,1619146
07/29/2008,1668823
07/30/2008,1651364
07/31/2008,1629053
08/01/2008,1848475
08/02/2008,1267454
08/03/2008,952356
08/04/2008,1565536
08/05/2008,1670763
08/06/2008,1704596
08/07/2008,1708233
08/08/2008,1754270
08/09/2008,1202326
08/10/2008,857558
08/11/2008,1593700
08/12/2008,1622168
08/13/2008,1601267
08/14/2008,1631720
08/15/2008,1689344
08/16/2008,1163131
08/17/2008,857257
08/18/2008,1595833
08/19/2008,1675053
08/20/2008,1690788
08/21/2008,1686190
08/22/2008,1686529
08/23/2008,1137886
08/24/2008,842499
08/25/2008,1644313
08/26/2008,1704211
08/27/2008,1691322
08/28/2008,1700889
08/29/2008,1762303
08/30/2008,1162135
08/31/2008,882889
09/01/2008,794206
09/02/2008,1813213
09/03/2008,1877259
09/04/2008,1679123
09/05/2008,1870301
09/06/2008,1194781
09/07/2008,803662
09/08/2008,1709826
09/09/2008,1889657
09/10/2008,1886968
09/11/2008,1876296
09/12/2008,1821055
09/13/2008,914784
09/14/2008,630509
09/15/2008,1832745
09/16/2008,1899970
09/17/2008,1913446
09/18/2008,1909073
09/19/2008,1918527
09/20/2008,1239386
09/21/2008,869411
09/22/2008,1830842
09/23/2008,1870602
09/24/2008,1862292
09/25/2008,1882321
09/26/2008,1798656
09/27/2008,1163062
09/28/2008,789029
09/29/2008,1745628
09/30/2008,1843462
10/01/2008,1922280
10/02/2008,1911656
10/03/2008,1918959
10/04/2008,1165824
10/05/2008,783550
10/06/2008,1864902
10/07/2008,1822317
10/08/2008,1835260
10/09/2008,1864668
10/10/2008,1885895
10/11/2008,1194982
10/12/2008,931527
10/13/2008,1509331
10/14/2008,1870206
10/15/2008,1810096
10/16/2008,1882316
10/17/2008,1872402
10/18/2008,1192939
10/19/2008,834095
10/20/2008,1766769
10/21/2008,1859449
10/22/2008,1849165
10/23/2008,1848256
10/24/2008,1711530
10/25/2008,1110239
10/26/2008,761641
10/27/2008,1763216
10/28/2008,1819829
10/29/2008,1820283
10/30/2008,1852188
10/31/2008,1844662
11/01/2008,1119891
11/02/2008,803727
11/03/2008,1869165
11/04/2008,1938738
11/05/2008,1872181
11/06/2008,1793582
11/07/2008,1719479
11/08/2008,1073692
11/09/2008,742161
11/10/2008,1656882
11/11/2008,1490955
11/12/2008,1761062
11/13/2008,1758961
11/14/2008,1816992
11/15/2008,1063047
11/16/2008,704374
11/17/2008,1732747
11/18/2008,1760156
11/19/2008,1785432
11/20/2008,1756034
11/21/2008,1745493
11/22/2008,1115297
11/23/2008,720626
11/24/2008,1699009
11/25/2008,1741499
11/26/2008,1632356
11/27/2008,539529
11/28/2008,1031830
11/29/2008,916488
11/30/2008,602467
12/01/2008,1695911
12/02/2008,1747749
12/03/2008,1773637
12/04/2008,1714812
12/05/2008,1656403
12/06/2008,943869
12/07/2008,648194
12/08/2008,1657651
12/09/2008,1620682
12/10/2008,1681854
12/11/2008,1712537
12/12/2008,1642648
12/13/2008,976738
12/14/2008,688064
12/15/2008,1464384
12/16/2008,1539664
12/17/2008,1598394
12/18/2008,1614233
12/19/2008,1490338
12/20/2008,925369
12/21/2008,452096
12/22/2008,1178013
12/23/2008,1244263
12/24/2008,965990
12/25/2008,352049
12/26/2008,885449
12/27/2008,764660
12/28/2008,617231
12/29/2008,1316501
12/30/2008,1344182
12/31/2008,1223824
01/01/2009,577369
01/02/2009,1209241
01/03/2009,874140
01/04/2009,615278
01/05/2009,1603662
01/06/2009,1606498
01/07/2009,1598339
01/08/2009,1607455
01/09/2009,1610293
01/10/2009,826563
01/11/2009,609751
01/12/2009,1639595
01/13/2009,1567454
01/14/2009,1526194
01/15/2009,1287896
01/16/2009,1364316
01/17/2009,856037
01/18/2009,622227
01/19/2009,1074802
01/20/2009,1642780
01/21/2009,1716073
01/22/2009,1740397
01/23/2009,1602428
01/24/2009,877601
01/25/2009,591754
01/26/2009,1658318
01/27/2009,1697451
01/28/2009,1697174
01/29/2009,1689040
01/30/2009,1687475
01/31/2009,1008537
02/01/2009,702044
02/02/2009,1691095
02/03/2009,1695308
02/04/2009,1657477
02/05/2009,1708323
02/06/2009,1729436
02/07/2009,1110161
02/08/2009,714331
02/09/2009,1695849
02/10/2009,1787465
02/11/2009,1639396
02/12/2009,1564169
02/13/2009,1651929
02/14/2009,1099352
02/15/2009,728546
02/16/2009,1251489
02/17/2009,1741404
02/18/2009,1668319
02/19/2009,1644392
02/20/2009,1665218
02/21/2009,907791
02/22/2009,654405
02/23/2009,1650322
02/24/2009,1715159
02/25/2009,1732770
02/26/2009,1605939
02/27/2009,1677222
02/28/2009,988441
03/01/2009,604788
03/02/2009,1436797
03/03/2009,1738221
03/04/2009,1746748
03/05/2009,1764474
03/06/2009,1760174
03/07/2009,884512
03/08/2009,580467
03/09/2009,1711458
03/10/2009,1662296
03/11/2009,1708701
03/12/2009,1685714
03/13/2009,1731600
03/14/2009,1171246
03/15/2009,771899
03/16/2009,1688248
03/17/2009,1793988
03/18/2009,1704455
03/19/2009,1729974
03/20/2009,1707722
03/21/2009,1061645
03/22/2009,732239
03/23/2009,1605893
03/24/2009,1639679
03/25/2009,1677538
03/26/2009,1687457
03/27/2009,1583781
03/28/2009,913884
03/29/2009,590257
03/30/2009,1673460
03/31/2009,1636506
04/01/2009,1762075
04/02/2009,1667210
04/03/2009,1748223
04/04/2009,1086947
04/05/2009,631085
04/06/2009,1472058
04/07/2009,1584908
04/08/2009,1606495
04/09/2009,1590500
04/10/2009,1428237
04/11/2009,991348
04/12/2009,652163
04/13/2009,1556942
04/14/2009,1671552
04/15/2009,1756114
04/16/2009,1775247
04/17/2009,1782926
04/18/2009,1111585
04/19/2009,642186
04/20/2009,1636711
04/21/2009,1689892
04/22/2009,1720352
04/23/2009,1728265
04/24/2009,1764164
04/25/2009,971037
04/26/2009,674032
04/27/2009,1605757
04/28/2009,1693250
04/29/2009,1694522
04/30/2009,1659862
05/01/2009,1793847
05/02/2009,1164253
05/03/2009,819125
05/04/2009,1749134
05/05/2009,1772666
05/06/2009,1691131
05/07/2009,1746896
05/08/2009,1742679
05/09/2009,1017859
05/10/2009,724135
05/11/2009,1639482
05/12/2009,1746119
05/13/2009,1619781
05/14/2009,1764853
05/15/2009,1636096
05/16/2009,1152878
05/17/2009,805230
05/18/2009,1669029
05/19/2009,1723086
05/20/2009,1749743
05/21/2009,1734255
05/22/2009,1689670
05/23/2009,1067777
05/24/2009,800140
05/25/2009,667660
05/26/2009,1633047
05/27/2009,1675228
05/28/2009,1702143
05/29/2009,1742108
05/30/2009,1081279
05/31/2009,800988
06/01/2009,1631065
06/02/2009,1671608
06/03/2009,1751260
06/04/2009,1744317
06/05/2009,1731083
06/06/2009,1045158
06/07/2009,754027
06/08/2009,1636705
06/09/2009,1663269
06/10/2009,1666327
06/11/2009,1508580
06/12/2009,1790700
06/13/2009,1049576
06/14/2009,892253
06/15/2009,1605715
06/16/2009,1558919
06/17/2009,1649596
06/18/2009,1655703
06/19/2009,1490594
06/20/2009,1180779
06/21/2009,807292
06/22/2009,1580274
06/23/2009,1622884
06/24/2009,1579983
06/25/2009,1628966
06/26/2009,1693569
06/27/2009,1162597
06/28/2009,986747
06/29/2009,1610780
06/30/2009,1611211
07/01/2009,1683699
07/02/2009,1734738
07/03/2009,1503056
07/04/2009,935319
07/05/2009,872217
07/06/2009,1610112
07/07/2009,1648122
07/08/2009,1621276
07/09/2009,1676467
07/10/2009,1611042
07/11/2009,1155770
07/12/2009,861327
07/13/2009,1614445
07/14/2009,1619966
07/15/2009,1634623
07/16/2009,1673595
07/17/2009,1622378
07/18/2009,1132727
07/19/2009,805455
07/20/2009,1607809
07/21/2009,1670567
07/22/2009,1628285
07/23/2009,1633837
07/24/2009,1655255
07/25/2009,1161031
07/26/2009,825008
07/27/2009,1588294
07/28/2009,1623781
07/29/2009,1631692
07/30/2009,1606961
07/31/2009,1672640
08/01/2009,1109576
08/02/2009,866681
08/03/2009,1558135
08/04/2009,1612280
08/05/2009,1618292
08/06/2009,1632687
08/07/2009,1595860
08/08/2009,1218107
08/09/2009,876392
08/10/2009,1544054
08/11/2009,1623140
08/12/2009,1618867
08/13/2009,1621137
08/14/2009,1652330
08/15/2009,1195112
08/16/2009,811797
08/17/2009,1448977
08/18/2009,1585107
08/19/2009,1542247
08/20/2009,1552710
08/21/2009,1579785
08/22/2009,1106859
08/23/2009,800652
08/24/2009,1600344
08/25/2009,1674260
08/26/2009,1573418
08/27/2009,1598763
08/28/2009,1648608
08/29/2009,1114263
08/30/2009,808170
08/31/2009,1634335
09/01/2009,1735535
09/02/2009,1715382
09/03/2009,1777558
09/04/2009,1699155
09/05/2009,1129418
09/06/2009,842255
09/07/2009,762572
09/08/2009,1713802
09/09/2009,1808898
09/10/2009,1813828
09/11/2009,1857675
09/12/2009,1210485
09/13/2009,873250
09/14/2009,1816126
09/15/2009,1844198
09/16/2009,1841778
09/17/2009,1857642
09/18/2009,1811858
09/19/2009,1137060
09/20/2009,773407
09/21/2009,1768504
09/22/2009,1807230
09/23/2009,1821266
09/24/2009,1811421
09/25/2009,1707232
09/26/2009,1129405
09/27/2009,789256
09/28/2009,1684829
09/29/2009,1772329
09/30/2009,1815535
10/01/2009,1807002
10/02/2009,1805330
10/03/2009,1130874
10/04/2009,823809
10/05/2009,1801694
10/06/2009,1764722
10/07/2009,1825485
10/08/2009,1777505
10/09/2009,1713548
10/10/2009,1110168
10/11/2009,864582
10/12/2009,1421856
10/13/2009,1809006
10/14/2009,1780278
10/15/2009,1765172
10/16/2009,1776706
10/17/2009,1113483
10/18/2009,791837
10/19/2009,1791859
10/20/2009,1804953
10/21/2009,1825773
10/22/2009,1760483
10/23/2009,1596168
10/24/2009,1067561
10/25/2009,749931
10/26/2009,1718998
10/27/2009,1805067
10/28/2009,1790751
10/29/2009,1811997
10/30/2009,1715867
10/31/2009,1105168
11/01/2009,785478
11/02/2009,1780977
11/03/2009,1833698
11/04/2009,1800740
11/05/2009,1825636
11/06/2009,1699031
11/07/2009,1142877
11/08/2009,809629
11/09/2009,1749703
11/10/2009,1777730
11/11/2009,1528779
11/12/2009,1807365
11/13/2009,1786136
11/14/2009,1105158
11/15/2009,734709
11/16/2009,1730216
11/17/2009,1738357
11/18/2009,1720097
11/19/2009,1703218
11/20/2009,1798035
11/21/2009,1185648
11/22/2009,782716
11/23/2009,1738985
11/24/2009,1720111
11/25/2009,1609870
11/26/2009,518043
11/27/2009,1025438
11/28/2009,930461
11/29/2009,637573
11/30/2009,1698951
12/01/2009,1813253
12/02/2009,1768517
12/03/2009,1784879
12/04/2009,1625962
12/05/2009,1056920
12/06/2009,737894
12/07/2009,1677753
12/08/2009,1692334
12/09/2009,1634509
12/10/2009,1474013
12/11/2009,1608487
12/12/2009,1024569
12/13/2009,723293
12/14/2009,1619393
12/15/2009,1608215
12/16/2009,1583702
12/17/2009,1620845
12/18/2009,1629213
12/19/2009,962087
12/20/2009,699089
12/21/2009,1396944
12/22/2009,1365239
12/23/2009,1277696
12/24/2009,887707
12/25/2009,370892
12/26/2009,701444
12/27/2009,575710
12/28/2009,1209886
12/29/2009,1242887
12/30/2009,1260780
12/31/2009,1212179
01/01/2010,565384
01/02/2010,748666
01/03/2010,555706
01/04/2010,1508163
01/05/2010,1559904
01/06/2010,1579473
01/07/2010,1518432
01/08/2010,1535096
01/09/2010,861151
01/10/2010,589273
01/11/2010,1593790
01/12/2010,1638704
01/13/2010,1664270
01/14/2010,1678225
01/15/2010,1677327
01/16/2010,965197
01/17/2010,689636
01/18/2010,1089055
01/19/2010,1745020
01/20/2010,1727145
01/21/2010,1696830
01/22/2010,1704315
01/23/2010,991250
01/24/2010,656734
01/25/2010,1685664
01/26/2010,1690887
01/27/2010,1670978
01/28/2010,1650202
01/29/2010,1529417
01/30/2010,994145
01/31/2010,687277
02/01/2010,1739469
02/02/2010,1714647
02/03/2010,1775546
02/04/2010,1756824
02/05/2010,1689207
02/06/2010,970925
02/07/2010,665858
02/08/2010,1643703
02/09/2010,1559814
02/10/2010,1584842
02/11/2010,1579254
02/12/2010,1495158
02/13/2010,1027564
02/14/2010,796633
02/15/2010,1205977
02/16/2010,1694366
02/17/2010,1692296
02/18/2010,1700119
02/19/2010,1688910
02/20/2010,1004652
02/21/2010,674774
02/22/2010,1587498
02/23/2010,1674823
02/24/2010,1656625
02/25/2010,1669179
02/26/2010,1648900
02/27/2010,976346
02/28/2010,678021
03/01/2010,1500679
03/02/2010,1699207
03/03/2010,1736635
03/04/2010,1732411
03/05/2010,1700601
03/06/2010,1062219
03/07/2010,676029
03/08/2010,1665081
03/09/2010,1690434
03/10/2010,1700910
03/11/2010,1659271
03/12/2010,1676783
03/13/2010,1037314
03/14/2010,702532
03/15/2010,1645352
03/16/2010,1715748
03/17/2010,1733307
03/18/2010,1726850
03/19/2010,1686749
03/20/2010,830834
03/21/2010,676909
03/22/2010,1598566
03/23/2010,1651138
03/24/2010,1620687
03/25/2010,1578861
03/26/2010,1603758
03/27/2010,981318
03/28/2010,674491
03/29/2010,1453791
03/30/2010,1509868
03/31/2010,1547256
04/01/2010,1623327
04/02/2010,1482182
04/03/2010,924808
04/04/2010,635304
04/05/2010,1633055
04/06/2010,1649704
04/07/2010,1607421
04/08/2010,1672450
04/09/2010,1628507
04/10/2010,1103611
04/11/2010,729693
04/12/2010,1697836
04/13/2010,1711125
04/14/2010,1758006
04/15/2010,1768291
04/16/2010,1712937
04/17/2010,1082257
04/18/2010,753386
04/19/2010,1669453
04/20/2010,1709109
04/21/2010,1693290
04/22/2010,1660088
04/23/2010,1667646
04/24/2010,974265
04/25/2010,652117
04/26/2010,1696799
04/27/2010,1719930
04/28/2010,1677306
04/29/2010,1668484
04/30/2010,1739330
05/01/2010,1124401
05/02/2010,773387
05/03/2010,1724996
05/04/2010,1735241
05/05/2010,1725765
05/06/2010,1720651
05/07/2010,1610242
05/08/2010,987088
05/09/2010,721892
05/10/2010,1663061
05/11/2010,1617257
05/12/2010,1670769
05/13/2010,1620091
05/14/2010,1731236
05/15/2010,1061588
05/16/2010,763600
05/17/2010,1594325
05/18/2010,1646223
05/19/2010,1677857
05/20/2010,1649792
05/21/2010,1605975
05/22/2010,1060224
05/23/2010,813381
05/24/2010,1625217
05/25/2010,1695434
05/26/2010,1693220
05/27/2010,1693601
05/28/2010,1689163
05/29/2010,1101663
05/30/2010,848118
05/31/2010,591423
06/01/2010,1694028
06/02/2010,1653156
06/03/2010,1731107
06/04/2010,1692400
06/05/2010,987372
06/06/2010,763849
06/07/2010,1681087
06/08/2010,1584021
06/09/2010,1740260
06/10/2010,1727128
06/11/2010,1824403
06/12/2010,1045192
06/13/2010,800344
06/14/2010,1618369
06/15/2010,1635029
06/16/2010,1727639
06/17/2010,1674038
06/18/2010,1634507
06/19/2010,1145714
06/20/2010,767150
06/21/2010,1494734
06/22/2010,1583368
06/23/2010,1448260
06/24/2010,1622786
06/25/2010,1692165
06/26/2010,1114713
06/27/2010,881639
06/28/2010,1609922
06/29/2010,1636483
06/30/2010,1665133
07/01/2010,1799184
07/02/2010,1677181
07/03/2010,1186559
07/04/2010,948839
07/05/2010,829140
07/06/2010,1543689
07/07/2010,1568090
07/08/2010,1578888
07/09/2010,1606775
07/10/2010,1044097
07/11/2010,746511
07/12/2010,1561859
07/13/2010,1609290
07/14/2010,1609026
07/15/2010,1650099
07/16/2010,1682377
07/17/2010,1172630
07/18/2010,832103
07/19/2010,1608198
07/20/2010,1630951
07/21/2010,1657197
07/22/2010,1597584
07/23/2010,1556231
07/24/2010,987729
07/25/2010,824084
07/26/2010,1574221
07/27/2010,1605712
07/28/2010,1575677
07/29/2010,1618623
07/30/2010,1626919
07/31/2010,1108045
08/01/2010,840188
08/02/2010,1574307
08/03/2010,1595311
08/04/2010,1543352
08/05/2010,1647474
08/06/2010,1739119
08/07/2010,1219707
08/08/2010,879467
08/09/2010,1550291
08/10/2010,1571878
08/11/2010,1563709
08/12/2010,1575017
08/13/2010,1584295
08/14/2010,1148524
08/15/2010,866998
08/16/2010,1555961
08/17/2010,1568908
08/18/2010,1612168
08/19/2010,1629138
08/20/2010,1617389
08/21/2010,1125283
08/22/2010,806764
08/23/2010,1592226
08/24/2010,1637023
08/25/2010,1663360
08/26/2010,1672872
08/27/2010,1691987
08/28/2010,1137453
08/29/2010,806103
08/30/2010,1633423
08/31/2010,1673736
09/01/2010,1711433
09/02/2010,1644591
09/03/2010,1717503
09/04/2010,1146750
09/05/2010,896583
09/06/2010,772576
09/07/2010,1790800
09/08/2010,1823116
09/09/2010,1782767
09/10/2010,1808837
09/11/2010,1058778
09/12/2010,822660
09/13/2010,1787052
09/14/2010,1816715
09/15/2010,1834457
09/16/2010,1781743
09/17/2010,1848311
09/18/2010,1060662
09/19/2010,799102
09/20/2010,1753208
09/21/2010,1818567
09/22/2010,1789776
09/23/2010,1834849
09/24/2010,1716218
09/25/2010,1133474
09/26/2010,770681
09/27/2010,1755823
09/28/2010,1781942
09/29/2010,1779760
09/30/2010,1789296
10/01/2010,1838101
10/02/2010,1044156
10/03/2010,759509
10/04/2010,1759466
10/05/2010,1789090
10/06/2010,1787488
10/07/2010,1801465
10/08/2010,1813610
10/09/2010,1186399
10/10/2010,942271
10/11/2010,1452283
10/12/2010,1804058
10/13/2010,1751282
10/14/2010,1811200
10/15/2010,1821255
10/16/2010,1152199
10/17/2010,808224
10/18/2010,1756530
10/19/2010,1787599
10/20/2010,1795075
10/21/2010,1800269
10/22/2010,1715030
10/23/2010,1076618
10/24/2010,763084
10/25/2010,1741386
10/26/2010,1639360
10/27/2010,1790876
10/28/2010,1758328
10/29/2010,1753203
10/30/2010,1100557
10/31/2010,773067
11/01/2010,1753129
11/02/2010,1764285
11/03/2010,1793298
11/04/2010,1767663
11/05/2010,1758155
11/06/2010,1097172
11/07/2010,759711
11/08/2010,1756084
11/09/2010,1779964
11/10/2010,1794546
11/11/2010,1543089
11/12/2010,1666426
11/13/2010,1037871
11/14/2010,790423
11/15/2010,1717551
11/16/2010,1762143
11/17/2010,1750118
11/18/2010,1696830
11/19/2010,1754193
11/20/2010,1185894
11/21/2010,732979
11/22/2010,1624500
11/23/2010,1705223
11/24/2010,1520912
11/25/2010,508014
11/26/2010,926938
11/27/2010,858028
11/28/2010,672607
11/29/2010,1632419
11/30/2010,1643154
12/01/2010,1677917
12/02/2010,1697113
12/03/2010,1676738
12/04/2010,994239
12/05/2010,683989
12/06/2010,1586330
12/07/2010,1606482
12/08/2010,1630991
12/09/2010,1625164
12/10/2010,1669624
12/11/2010,961612
12/12/2010,579727
12/13/2010,1427903
12/14/2010,1512279
12/15/2010,1563042
12/16/2010,1564252
12/17/2010,1575568
12/18/2010,941296
12/19/2010,673315
12/20/2010,1364794
12/21/2010,1360448
12/22/2010,1345468
12/23/2010,1229347
12/24/2010,774814
12/25/2010,361527
12/26/2010,561494
12/27/2010,1109563
12/28/2010,1208911
12/29/2010,1244271
12/30/2010,1279258
12/31/2010,1000827
01/01/2011,582626
01/02/2011,590051
01/03/2011,1506805
01/04/2011,1567289
01/05/2011,1574739
01/06/2011,1564764
01/07/2011,1549257
01/08/2011,874345
01/09/2011,618123
01/10/2011,1606300
01/11/2011,1578446
01/12/2011,1617541
01/13/2011,1630960
01/14/2011,1640504
01/15/2011,923290
01/16/2011,646911
01/17/2011,1036561
01/18/2011,1669382
01/19/2011,1685388
01/20/2011,1649723
01/21/2011,1451564
01/22/2011,853365
01/23/2011,629093
01/24/2011,1626728
01/25/2011,1686413
01/26/2011,1696596
01/27/2011,1679758
01/28/2011,1586379
01/29/2011,998608
01/30/2011,661236
01/31/2011,1672291
02/01/2011,1455208
02/02/2011,428521
02/03/2011,1312900
02/04/2011,1648756
02/05/2011,1016205
02/06/2011,675313
02/07/2011,1690103
02/08/2011,1683829
02/09/2011,1618336
02/10/2011,1617561
02/11/2011,1624758
02/12/2011,1078313
02/13/2011,777429
02/14/2011,1773083
02/15/2011,1743953
02/16/2011,1759679
02/17/2011,1765614
02/18/2011,1764156
02/19/2011,1106497
02/20/2011,647249
02/21/2011,1210951
02/22/2011,1696728
02/23/2011,1727321
02/24/2011,1739234
02/25/2011,1706683
02/26/2011,994876
02/27/2011,698236
02/28/2011,1689544
03/01/2011,1774226
03/02/2011,1741081
03/03/2011,1767740
03/04/2011,1700784
03/05/2011,956935
03/06/2011,703982
03/07/2011,1530893
03/08/2011,1764812
03/09/2011,1711998
03/10/2011,1727310
03/11/2011,1755615
03/12/2011,1131385
03/13/2011,713452
03/14/2011,1705948
03/15/2011,1724859
03/16/2011,1782535
03/17/2011,1769890
03/18/2011,1734467
03/19/2011,1088010
03/20/2011,660675
03/21/2011,1670594
03/22/2011,1617711
03/23/2011,1667791
03/24/2011,1656425
03/25/2011,1657199
03/26/2011,991245
03/27/2011,697900
03/28/2011,1679406
03/29/2011,1707656
03/30/2011,1715259
03/31/2011,1668131
04/01/2011,1673104
04/02/2011,1145940
04/03/2011,755345
04/04/2011,1717664
04/05/2011,1787778
04/06/2011,1758022
04/07/2011,1702770
04/08/2011,1708142
04/09/2011,1137350
04/10/2011,842272
04/11/2011,1696062
04/12/2011,1753792
04/13/2011,1761506
04/14/2011,1737166
04/15/2011,1657967
04/16/2011,985306
04/17/2011,758317
04/18/2011,1516587
04/19/2011,1489855
04/20/2011,1579568
04/21/2011,1604960
04/22/2011,1350767
04/23/2011,1065995
04/24/2011,690208
04/25/2011,1655882
04/26/2011,1726696
04/27/2011,1672213
04/28/2011,1682911
04/29/2011,1822024
04/30/2011,1130262
05/01/2011,795577
05/02/2011,1734627
05/03/2011,1771585
05/04/2011,1787200
05/05/2011,1765562
05/06/2011,1787690
05/07/2011,1086123
05/08/2011,800020
05/09/2011,1676952
05/10/2011,1785024
05/11/2011,1746392
05/12/2011,1766056
05/13/2011,1734662
05/14/2011,987240
05/15/2011,665692
05/16/2011,1685208
05/17/2011,1707374
05/18/2011,1685223
05/19/2011,1720125
05/20/2011,1738361
05/21/2011,1046661
05/22/2011,781902
05/23/2011,1680116
05/24/2011,1739355
05/25/2011,1608567
05/26/2011,1648283
05/27/2011,1700823
05/28/2011,1007441
05/29/2011,698415
05/30/2011,900657
05/31/2011,1660883
06/01/2011,1805861
06/02/2011,1744760
06/03/2011,1838657
06/04/2011,1126403
06/05/2011,853812
06/06/2011,1749732
06/07/2011,1751166
06/08/2011,1759397
06/09/2011,1603427
06/10/2011,1690344
06/11/2011,1092341
06/12/2011,881447
06/13/2011,1732750
06/14/2011,1749588
06/15/2011,1635774
06/16/2011,1702884
06/17/2011,1826342
06/18/2011,1170647
06/19/2011,831447
06/20/2011,1530203
06/21/2011,1627159
06/22/2011,1601641
06/23/2011,1610607
06/24/2011,1638308
06/25/2011,1184086
06/26/2011,1074829
06/27/2011,1617771
06/28/2011,1742418
06/29/2011,1720950
06/30/2011,1701508
07/01/2011,1663510
07/02/2011,1216570
07/03/2011,988820
07/04/2011,878091
07/05/2011,1628210
07/06/2011,1672754
07/07/2011,1678348
07/08/2011,1712616
07/09/2011,1175599
07/10/2011,843014
07/11/2011,1554331
07/12/2011,1649816
07/13/2011,1680673
07/14/2011,1709770
07/15/2011,1727819
07/16/2011,1183880
07/17/2011,877761
07/18/2011,1620243
07/19/2011,1660061
07/20/2011,1619992
07/21/2011,1594708
07/22/2011,1591346
07/23/2011,1120193
07/24/2011,786447
07/25/2011,1630938
07/26/2011,1666867
07/27/2011,1624611
07/28/2011,1605892
07/29/2011,1653586
07/30/2011,1150355
07/31/2011,863800
08/01/2011,1658984
08/02/2011,1603798
08/03/2011,1700011
08/04/2011,1699041
08/05/2011,1790106
08/06/2011,1252028
08/07/2011,906309
08/08/2011,1605019
08/09/2011,1672030
08/10/2011,1684079
08/11/2011,1666652
08/12/2011,1665291
08/13/2011,1085252
08/14/2011,828964
08/15/2011,1605156
08/16/2011,1633250
08/17/2011,1636778
08/18/2011,1658560
08/19/2011,1733406
08/20/2011,1095537
08/21/2011,956696
08/22/2011,1672940
08/23/2011,1603148
08/24/2011,1728093
08/25/2011,1748602
08/26/2011,1708178
08/27/2011,1154610
08/28/2011,827324
08/29/2011,1700766
08/30/2011,1711449
08/31/2011,1739905
09/01/2011,1786890
09/02/2011,1743822
09/03/2011,1128774
09/04/2011,962034
09/05/2011,827948
